id,name,category,description,tags
"mnm21tzeqv","Ketoazole Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","azole;cream;medicine;treatment"
"s1lphl72lq","Worsening Nausea","symptoms","Patient experiences worsening  nausea in the affected region.","nausea;symptom;worsening"
"md1xlg5gd6","Fluocycline Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","cycline;suppository;medicine;treatment"
"dbi4da1skh","Benign hemomalacia","diseases","A benign  medical condition characterized by inflammation or abnormal state of the hemo system.","hemo;malacia;disease;benign"
"dypp8dqa30","Systemic osteorrhea","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;rrhea;disease;systemic"
"snu6n7wi5b","Mild Nasal Stiffness","symptoms","Patient experiences mild  stiffness in the nasal  region.","stiffness;symptom;nasal;mild"
"d57kq5obw5","Benign phlebomegaly","diseases","A benign  medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;megaly;disease;benign"
"m7nmppz4gx","Duraprazole Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","prazole;syrup;medicine;treatment"
"m4cwfqxzfs","Metacycline Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","cycline;ointment;medicine;treatment"
"drw94a6u5r","Neuropenia","diseases","A general medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;penia;disease"
"tw97og45zy","Process Pelvic","terms","A clinical term referring to process pelvic.","term;medical;clinical"
"defnud5rhz","Secondary choleitis","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the chole system.","chole;itis;disease;secondary"
"mh0pfnu5ef","Lisixetine Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","xetine;cream;medicine;treatment"
"dug3oh664v","Stomatomegaly","diseases","A general medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;megaly;disease"
"diycp3w029","Primary dermarrhexis","diseases","A primary  medical condition characterized by inflammation or abnormal state of the derma system.","derma;rrhexis;disease;primary"
"mj3uwn1r5r","Levapro Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","pro;gel;medicine;treatment"
"mtqxk3vtd7","Bupaprazole Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","prazole;patch;medicine;treatment"
"m3f67o024g","Doxymycin Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","mycin;suppository;medicine;treatment"
"mimx2r61sb","Ibucillin Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","cillin;patch;medicine;treatment"
"s4osj2j24y","Improving Renal Tremors","symptoms","Patient experiences improving  tremors in the renal  region.","tremors;symptom;renal;improving"
"ms6g1k13oj","Clindacycline Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","cycline;capsules;medicine;treatment"
"mkgayn2wre","Fluolol Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","lol;gel;medicine;treatment"
"s5cnjz98yi","Severe Nasal Redness","symptoms","Patient experiences severe  redness in the nasal  region.","redness;symptom;nasal;severe"
"s8vkkle37r","Sudden Cardiac Fever","symptoms","Patient experiences sudden  fever in the cardiac  region.","fever;symptom;cardiac;sudden"
"m4m27v3w6i","Citaazole Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","azole;injection;medicine;treatment"
"ddckuel2oq","Enterooma","diseases","A general medical condition characterized by inflammation or abnormal state of the entero system.","entero;oma;disease"
"tvlb0g5ie1","Pathway Bacterial","terms","A clinical term referring to pathway bacterial.","term;medical;clinical"
"m37cik2ywx","Levaterol Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","terol;injection;medicine;treatment"
"mgepg8ky8y","Fluolol Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","lol;patch;medicine;treatment"
"t1kmd80q66","Syndrome Cervical","terms","A clinical term referring to syndrome cervical.","term;medical;clinical"
"mpsie3w5u4","Levacillin Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","cillin;inhaler;medicine;treatment"
"d32s5znpmd","Dermaosis","diseases","A general medical condition characterized by inflammation or abnormal state of the derma system.","derma;osis;disease"
"mcsmgspgwe","Gabamycin Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","mycin;syrup;medicine;treatment"
"mnvlvletn5","Citaterol Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","terol;syrup;medicine;treatment"
"sd8jepex2q","Intermittent Ocular Dizziness","symptoms","Patient experiences intermittent  dizziness in the ocular  region.","dizziness;symptom;ocular;intermittent"
"mf9frjq1n2","Loxaglinide Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","glinide;inhaler;medicine;treatment"
"djunfugv3i","Gnathemia","diseases","A general medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;emia;disease"
"d8k0nf8vzn","Genetic myoplasia","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the myo system.","myo;plasia;disease;genetic"
"ddmbxvcaqe","Benign endotrophy","diseases","A benign  medical condition characterized by inflammation or abnormal state of the endo system.","endo;trophy;disease;benign"
"d3xhpi285f","Oculorrhea","diseases","A general medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;rrhea;disease"
"mqcqmtdril","Albunib Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","nib;syrup;medicine;treatment"
"sytytjc435","Sudden Oral Burning","symptoms","Patient experiences sudden  burning in the oral  region.","burning;symptom;oral;sudden"
"mzcca694kp","Fluonib Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","nib;patch;medicine;treatment"
"m8zgup73u0","Doxyvir Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","vir;suppository;medicine;treatment"
"d78y8lelnt","Systemic arteriomegaly","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;megaly;disease;systemic"
"dp058y6pak","Secondary myomegaly","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the myo system.","myo;megaly;disease;secondary"
"d3z6mein1q","Bacterial oculoemia","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;emia;disease;bacterial"
"sjlugqvx1a","Gradual Dermal Inflammation","symptoms","Patient experiences gradual  inflammation in the dermal  region.","inflammation;symptom;dermal;gradual"
"sq66u360g6","Hepatic Stiffness","symptoms","Patient experiences  stiffness in the hepatic  region.","stiffness;symptom;hepatic"
"dt5jjh347a","Secondary arteriospasm","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;spasm;disease;secondary"
"mnc5gguxd6","Atodipine Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","dipine;suppository;medicine;treatment"
"sl27mdnvds","Intermittent Pelvic Weakness","symptoms","Patient experiences intermittent  weakness in the pelvic  region.","weakness;symptom;pelvic;intermittent"
"mqpqk2th72","Ketocillin Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","cillin;patch;medicine;treatment"
"stu5el4qrg","Thoracic Redness","symptoms","Patient experiences  redness in the thoracic  region.","redness;symptom;thoracic"
"s3wt22fjfs","Worsening Discharge","symptoms","Patient experiences worsening  discharge in the affected region.","discharge;symptom;worsening"
"mdv83xxsve","Amiazole Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","azole;solution;medicine;treatment"
"mrrbxl41a6","Bupaglinide Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","glinide;capsules;medicine;treatment"
"sj4zkf091g","Improving Nasal Dizziness","symptoms","Patient experiences improving  dizziness in the nasal  region.","dizziness;symptom;nasal;improving"
"sk8py8gnto","Sharp Cerebral Cramping","symptoms","Patient experiences sharp  cramping in the cerebral  region.","cramping;symptom;cerebral;sharp"
"tdgaxfcsg9","Pathway Nasal","terms","A clinical term referring to pathway nasal.","term;medical;clinical"
"sdxliddlql","Mild Tingling","symptoms","Patient experiences mild  tingling in the affected region.","tingling;symptom;mild"
"s7ift85my5","Worsening Ocular Stiffness","symptoms","Patient experiences worsening  stiffness in the ocular  region.","stiffness;symptom;ocular;worsening"
"meknv9u5x3","Citamab Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","mab;syrup;medicine;treatment"
"djz4q9glc9","Bacterial endomalacia","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the endo system.","endo;malacia;disease;bacterial"
"m91abihvvv","Lisixetine Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","xetine;syrup;medicine;treatment"
"d71ye4xuzr","Primary neuroplasia","diseases","A primary  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;plasia;disease;primary"
"shcuuum3xp","Moderate Lumbar Cramping","symptoms","Patient experiences moderate  cramping in the lumbar  region.","cramping;symptom;lumbar;moderate"
"sn3gsgs3q6","Renal Soreness","symptoms","Patient experiences  soreness in the renal  region.","soreness;symptom;renal"
